1.0	0.0	625.0	6.4907	25.0	6.0	0.0	0.36	13.0	1.0
1.0	0.0	784.0	6.4313	28.0	5.0	0.0	0.25	17.0	1.0
1.0	0.0	625.0	6.0868	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	676.0	6.6039	26.0	8.0	1.0	0.64	12.0	1.0
1.0	1.0	961.0	5.6348	31.0	14.0	1.0	1.96	11.0	0.0
1.0	0.0	576.0	6.073	24.0	8.0	0.0	0.64	10.0	1.0
1.0	0.0	729.0	6.5582	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	729.0	6.0521	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	576.0	6.3474	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	900.0	6.2879	30.0	8.0	0.0	0.64	16.0	1.0
1.0	0.0	1024.0	6.6067	32.0	10.0	0.0	1.0	16.0	1.0
1.0	0.0	1024.0	6.5117	32.0	13.0	0.0	1.69	13.0	1.0
1.0	0.0	1156.0	6.6451	34.0	16.0	0.0	2.56	12.0	1.0
1.0	0.0	576.0	6.3835	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	576.0	5.3613	24.0	9.0	1.0	0.81	9.0	1.0
1.0	0.0	1156.0	7.3544	34.0	12.0	0.0	1.44	16.0	1.0
1.0	0.0	784.0	6.6516	28.0	6.0	0.0	0.36	16.0	1.0
1.0	1.0	676.0	6.3969	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	576.0	6.541	24.0	0.0	0.0	0.0	18.0	1.0
1.0	0.0	961.0	6.3456	31.0	12.0	0.0	1.44	13.0	1.0
1.0	0.0	784.0	6.0707	28.0	8.0	0.0	0.64	14.0	1.0
1.0	0.0	784.0	6.2879	28.0	7.0	0.0	0.49	15.0	1.0
1.0	0.0	625.0	6.4409	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	961.0	6.1759	31.0	17.0	0.0	2.89	8.0	1.0
1.0	0.0	676.0	6.3008	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	625.0	6.3561	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	625.0	6.5511	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	784.0	6.6695	28.0	6.0	0.0	0.36	16.0	1.0
1.0	0.0	729.0	6.9197	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	576.0	6.6307	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	841.0	6.3986	29.0	9.0	0.0	0.81	14.0	1.0
1.0	0.0	576.0	5.6454	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	576.0	5.5215	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	676.0	6.2146	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	961.0	6.3099	31.0	14.0	0.0	1.96	11.0	1.0
1.0	0.0	625.0	7.0414	25.0	7.0	0.0	0.49	12.0	1.0
1.0	1.0	961.0	6.697	31.0	7.0	0.0	0.49	18.0	1.0
1.0	0.0	784.0	5.7462	28.0	10.0	1.0	1.0	12.0	1.0
1.0	0.0	625.0	6.5944	25.0	1.0	0.0	0.01	18.0	1.0
1.0	0.0	625.0	6.4378	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	576.0	6.3767	24.0	4.0	0.0	0.16	14.0	1.0
1.0	0.0	676.0	5.9269	26.0	6.0	0.0	0.36	14.0	1.0
1.0	1.0	841.0	6.7056	29.0	7.0	0.0	0.49	16.0	1.0
1.0	0.0	900.0	6.7627	30.0	10.0	0.0	1.0	14.0	1.0
1.0	1.0	784.0	5.8579	28.0	7.0	0.0	0.49	15.0	1.0
1.0	1.0	576.0	5.3083	24.0	5.0	0.0	0.25	13.0	1.0
1.0	1.0	1024.0	6.2246	32.0	13.0	0.0	1.69	13.0	1.0
1.0	0.0	900.0	6.7044	30.0	7.0	0.0	0.49	17.0	1.0
1.0	0.0	676.0	6.4378	26.0	2.0	0.0	0.04	18.0	1.0
1.0	0.0	1024.0	6.6451	32.0	8.0	0.0	0.64	18.0	1.0
1.0	0.0	729.0	6.2146	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	729.0	6.4281	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	900.0	6.477	30.0	12.0	0.0	1.44	12.0	1.0
1.0	0.0	784.0	6.6451	28.0	4.0	0.0	0.16	18.0	1.0
1.0	0.0	676.0	6.2383	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	961.0	6.4378	31.0	7.0	0.0	0.49	18.0	1.0
1.0	0.0	961.0	7.013	31.0	11.0	0.0	1.21	14.0	1.0
1.0	0.0	784.0	6.5806	28.0	9.0	0.0	0.81	13.0	1.0
1.0	0.0	1024.0	7.051	32.0	12.0	0.0	1.44	14.0	1.0
1.0	0.0	1156.0	6.7178	34.0	10.0	0.0	1.0	18.0	0.0
1.0	0.0	1156.0	6.8276	34.0	12.0	0.0	1.44	16.0	1.0
1.0	0.0	784.0	6.981	28.0	5.0	0.0	0.25	17.0	1.0
1.0	0.0	1089.0	6.4378	33.0	15.0	0.0	2.25	12.0	1.0
1.0	0.0	729.0	6.1312	27.0	8.0	0.0	0.64	13.0	1.0
1.0	0.0	576.0	6.8024	24.0	4.0	1.0	0.16	14.0	1.0
1.0	0.0	841.0	6.525	29.0	5.0	0.0	0.25	18.0	1.0
1.0	0.0	576.0	6.0186	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	729.0	6.4378	27.0	8.0	0.0	0.64	13.0	1.0
1.0	0.0	1024.0	6.9127	32.0	8.0	0.0	0.64	18.0	1.0
1.0	0.0	576.0	6.5862	24.0	7.0	0.0	0.49	11.0	1.0
1.0	0.0	729.0	6.6201	27.0	6.0	0.0	0.36	15.0	1.0
1.0	0.0	841.0	6.271	29.0	9.0	0.0	0.81	14.0	1.0
1.0	0.0	841.0	6.8794	29.0	6.0	0.0	0.36	17.0	1.0
1.0	0.0	676.0	6.157	26.0	8.0	0.0	0.64	12.0	0.0
1.0	0.0	576.0	5.7838	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	1156.0	6.7742	34.0	16.0	0.0	2.56	12.0	1.0
1.0	0.0	1156.0	6.4378	34.0	15.0	0.0	2.25	13.0	1.0
1.0	0.0	676.0	5.8201	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	729.0	6.1759	27.0	5.0	0.0	0.25	16.0	1.0
1.0	0.0	841.0	6.477	29.0	14.0	0.0	1.96	9.0	1.0
1.0	0.0	625.0	5.948	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	900.0	6.869	30.0	6.0	0.0	0.36	18.0	1.0
1.0	0.0	841.0	6.4216	29.0	7.0	0.0	0.49	16.0	0.0
1.0	0.0	784.0	6.5539	28.0	8.0	0.0	0.64	14.0	1.0
1.0	0.0	961.0	6.4536	31.0	11.0	0.0	1.21	14.0	1.0
1.0	0.0	784.0	5.2983	28.0	10.0	0.0	1.0	12.0	1.0
1.0	0.0	729.0	6.7056	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	676.0	6.3578	26.0	6.0	0.0	0.36	14.0	1.0
1.0	0.0	676.0	6.1442	26.0	3.0	0.0	0.09	17.0	1.0
1.0	0.0	841.0	6.8287	29.0	7.0	0.0	0.49	16.0	1.0
1.0	1.0	961.0	6.6758	31.0	9.0	0.0	0.81	16.0	1.0
1.0	0.0	784.0	6.4536	28.0	8.0	0.0	0.64	14.0	1.0
1.0	0.0	625.0	6.3456	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	841.0	6.5582	29.0	7.0	0.0	0.49	16.0	1.0
1.0	0.0	784.0	6.4536	28.0	8.0	0.0	0.64	14.0	1.0
1.0	0.0	900.0	6.5425	30.0	12.0	0.0	1.44	12.0	1.0
1.0	0.0	1156.0	6.4216	34.0	15.0	0.0	2.25	13.0	1.0
1.0	0.0	676.0	6.1356	26.0	4.0	0.0	0.16	16.0	1.0
1.0	0.0	1156.0	6.7627	34.0	16.0	0.0	2.56	12.0	1.0
1.0	1.0	1089.0	6.6026	33.0	9.0	0.0	0.81	18.0	1.0
1.0	0.0	625.0	7.2442	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	961.0	6.6946	31.0	13.0	0.0	1.69	12.0	1.0
1.0	0.0	676.0	6.4831	26.0	4.0	0.0	0.16	16.0	1.0
1.0	0.0	625.0	5.7038	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	900.0	6.3578	30.0	8.0	0.0	0.64	16.0	1.0
1.0	0.0	576.0	5.5797	24.0	2.0	0.0	0.04	16.0	1.0
1.0	0.0	961.0	6.3869	31.0	7.0	0.0	0.49	18.0	0.0
1.0	0.0	676.0	5.7838	26.0	3.0	0.0	0.09	17.0	1.0
1.0	0.0	576.0	5.9532	24.0	2.0	0.0	0.04	16.0	0.0
1.0	0.0	625.0	6.9078	25.0	1.0	0.0	0.01	18.0	1.0
1.0	0.0	784.0	6.142	28.0	4.0	0.0	0.16	18.0	1.0
1.0	0.0	784.0	6.0868	28.0	6.0	0.0	0.36	16.0	1.0
1.0	0.0	729.0	6.4378	27.0	5.0	0.0	0.25	16.0	1.0
1.0	0.0	729.0	5.6525	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	729.0	6.477	27.0	7.0	0.0	0.49	14.0	1.0
1.0	0.0	625.0	6.6946	25.0	6.0	0.0	0.36	13.0	1.0
1.0	0.0	576.0	6.2146	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	676.0	6.7226	26.0	4.0	0.0	0.16	16.0	1.0
1.0	0.0	961.0	6.2146	31.0	13.0	0.0	1.69	12.0	1.0
1.0	0.0	1024.0	6.541	32.0	9.0	0.0	0.81	17.0	1.0
1.0	0.0	729.0	7.0031	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	625.0	6.6373	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	729.0	6.6783	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	625.0	5.8081	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	900.0	6.0137	30.0	6.0	0.0	0.36	18.0	1.0
1.0	0.0	729.0	6.7627	27.0	5.0	0.0	0.25	16.0	1.0
1.0	0.0	961.0	6.789	31.0	13.0	0.0	1.69	12.0	1.0
1.0	0.0	1156.0	6.5117	34.0	16.0	0.0	2.56	12.0	1.0
1.0	0.0	1089.0	6.5511	33.0	15.0	0.0	2.25	12.0	0.0
1.0	1.0	1089.0	5.5215	33.0	9.0	0.0	0.81	18.0	1.0
1.0	0.0	729.0	6.4378	27.0	10.0	0.0	1.0	11.0	1.0
1.0	0.0	961.0	6.0331	31.0	12.0	0.0	1.44	13.0	1.0
1.0	0.0	784.0	6.3561	28.0	9.0	0.0	0.81	13.0	1.0
1.0	0.0	676.0	6.4184	26.0	8.0	1.0	0.64	12.0	1.0
1.0	0.0	961.0	6.5511	31.0	13.0	0.0	1.69	12.0	1.0
1.0	0.0	576.0	6.1092	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	784.0	6.2146	28.0	6.0	0.0	0.36	16.0	1.0
1.0	0.0	625.0	6.2422	25.0	7.0	0.0	0.49	12.0	0.0
1.0	0.0	625.0	5.5215	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	576.0	5.7526	24.0	6.0	0.0	0.36	12.0	0.0
1.0	0.0	841.0	5.9269	29.0	11.0	0.0	1.21	12.0	1.0
1.0	0.0	1156.0	6.1247	34.0	13.0	0.0	1.69	15.0	0.0
1.0	0.0	729.0	5.6168	27.0	9.0	1.0	0.81	12.0	1.0
1.0	0.0	784.0	6.8575	28.0	10.0	0.0	1.0	12.0	1.0
1.0	0.0	1024.0	7.0166	32.0	10.0	0.0	1.0	16.0	1.0
1.0	0.0	625.0	5.6664	25.0	3.0	0.0	0.09	16.0	0.0
1.0	0.0	625.0	6.2146	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	1024.0	6.5876	32.0	8.0	0.0	0.64	18.0	1.0
1.0	0.0	841.0	7.1428	29.0	5.0	0.0	0.25	18.0	1.0
1.0	0.0	676.0	6.4184	26.0	3.0	1.0	0.09	17.0	1.0
1.0	0.0	784.0	6.3008	28.0	10.0	0.0	1.0	12.0	1.0
1.0	0.0	784.0	5.6276	28.0	9.0	0.0	0.81	13.0	1.0
1.0	0.0	1156.0	7.2738	34.0	10.0	0.0	1.0	18.0	1.0
1.0	0.0	729.0	6.9027	27.0	5.0	0.0	0.25	16.0	1.0
1.0	0.0	841.0	6.5511	29.0	11.0	0.0	1.21	12.0	1.0
1.0	0.0	784.0	6.3578	28.0	6.0	0.0	0.36	16.0	1.0
1.0	0.0	961.0	6.7546	31.0	9.0	0.0	0.81	16.0	1.0
1.0	0.0	784.0	6.5309	28.0	10.0	0.0	1.0	12.0	1.0
1.0	0.0	961.0	6.7238	31.0	10.0	0.0	1.0	15.0	1.0
1.0	0.0	1089.0	6.4505	33.0	14.0	0.0	1.96	13.0	1.0
1.0	0.0	1024.0	6.5352	32.0	14.0	0.0	1.96	12.0	1.0
1.0	0.0	900.0	6.6451	30.0	10.0	0.0	1.0	14.0	1.0
1.0	0.0	729.0	5.9532	27.0	6.0	0.0	0.36	15.0	1.0
1.0	0.0	576.0	6.1092	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	729.0	6.4216	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	1156.0	6.525	34.0	16.0	0.0	2.56	12.0	1.0
1.0	0.0	1024.0	6.5073	32.0	16.0	0.0	2.56	10.0	1.0
1.0	0.0	1089.0	6.6846	33.0	16.0	0.0	2.56	11.0	1.0
1.0	0.0	1156.0	6.2246	34.0	14.0	0.0	1.96	14.0	1.0
1.0	0.0	900.0	6.9334	30.0	6.0	0.0	0.36	18.0	1.0
1.0	0.0	625.0	6.6451	25.0	4.0	0.0	0.16	15.0	1.0
1.0	1.0	1024.0	5.6699	32.0	16.0	0.0	2.56	10.0	1.0
1.0	0.0	784.0	6.271	28.0	9.0	0.0	0.81	13.0	1.0
1.0	0.0	841.0	7.051	29.0	7.0	0.0	0.49	16.0	1.0
1.0	0.0	841.0	6.3081	29.0	13.0	0.0	1.69	10.0	1.0
1.0	0.0	676.0	6.1633	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	676.0	6.1092	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	729.0	6.7742	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	625.0	5.2983	25.0	4.0	0.0	0.16	15.0	1.0
1.0	0.0	676.0	5.7038	26.0	7.0	0.0	0.49	13.0	0.0
1.0	0.0	625.0	6.1356	25.0	3.0	0.0	0.09	16.0	0.0
1.0	0.0	900.0	5.9532	30.0	12.0	0.0	1.44	12.0	1.0
1.0	0.0	1024.0	7.1562	32.0	11.0	0.0	1.21	15.0	1.0
1.0	0.0	625.0	6.3767	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	729.0	6.3969	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	900.0	6.2146	30.0	8.0	0.0	0.64	16.0	1.0
1.0	0.0	1089.0	6.0868	33.0	15.0	1.0	2.25	12.0	1.0
1.0	1.0	676.0	6.1463	26.0	2.0	0.0	0.04	18.0	1.0
1.0	0.0	841.0	6.8341	29.0	6.0	0.0	0.36	17.0	1.0
1.0	0.0	729.0	6.3208	27.0	5.0	0.0	0.25	16.0	1.0
1.0	0.0	576.0	6.0822	24.0	5.0	0.0	0.25	13.0	1.0
1.0	0.0	841.0	6.3969	29.0	11.0	1.0	1.21	12.0	1.0
1.0	0.0	676.0	6.3544	26.0	8.0	1.0	0.64	12.0	1.0
1.0	0.0	676.0	5.9636	26.0	8.0	1.0	0.64	12.0	1.0
1.0	0.0	1156.0	6.6783	34.0	16.0	0.0	2.56	12.0	0.0
1.0	0.0	729.0	6.1549	27.0	3.0	0.0	0.09	18.0	1.0
1.0	0.0	676.0	5.3083	26.0	3.0	0.0	0.09	17.0	1.0
1.0	0.0	576.0	5.2983	24.0	1.0	0.0	0.01	17.0	1.0
1.0	0.0	576.0	5.8579	24.0	1.0	0.0	0.01	17.0	1.0
1.0	0.0	576.0	5.9269	24.0	4.0	0.0	0.16	14.0	0.0
1.0	0.0	625.0	6.1759	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	961.0	6.869	31.0	7.0	0.0	0.49	18.0	1.0
1.0	0.0	729.0	6.0474	27.0	6.0	0.0	0.36	15.0	1.0
1.0	0.0	729.0	6.2146	27.0	6.0	0.0	0.36	15.0	1.0
1.0	0.0	900.0	6.1092	30.0	15.0	0.0	2.25	9.0	1.0
1.0	0.0	784.0	6.1654	28.0	14.0	0.0	1.96	8.0	1.0
1.0	0.0	576.0	4.9127	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	1024.0	6.3544	32.0	14.0	0.0	1.96	12.0	1.0
1.0	0.0	1089.0	6.3578	33.0	15.0	0.0	2.25	12.0	1.0
1.0	0.0	961.0	5.7366	31.0	13.0	0.0	1.69	12.0	1.0
1.0	0.0	900.0	6.5511	30.0	15.0	0.0	2.25	9.0	1.0
1.0	0.0	1024.0	7.1869	32.0	12.0	0.0	1.44	14.0	1.0
1.0	0.0	1156.0	6.3117	34.0	18.0	0.0	3.24	10.0	1.0
1.0	0.0	900.0	6.7811	30.0	7.0	0.0	0.49	17.0	1.0
1.0	0.0	625.0	6.6333	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	1024.0	6.5624	32.0	14.0	0.0	1.96	12.0	1.0
1.0	0.0	676.0	6.0521	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	676.0	6.0568	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	576.0	6.3561	24.0	2.0	0.0	0.04	16.0	1.0
1.0	0.0	1024.0	5.9915	32.0	17.0	0.0	2.89	9.0	1.0
1.0	0.0	961.0	6.2146	31.0	13.0	0.0	1.69	12.0	0.0
1.0	0.0	784.0	6.2748	28.0	10.0	0.0	1.0	12.0	0.0
1.0	0.0	784.0	6.5117	28.0	6.0	0.0	0.36	16.0	1.0
1.0	1.0	729.0	6.3578	27.0	5.0	0.0	0.25	16.0	1.0
1.0	0.0	576.0	5.7838	24.0	2.0	0.0	0.04	16.0	1.0
1.0	0.0	841.0	6.2146	29.0	12.0	0.0	1.44	11.0	0.0
1.0	0.0	625.0	6.6464	25.0	7.0	0.0	0.49	12.0	0.0
1.0	0.0	676.0	6.2146	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	784.0	5.9687	28.0	6.0	0.0	0.36	16.0	1.0
1.0	0.0	1156.0	6.697	34.0	16.0	0.0	2.56	12.0	1.0
1.0	0.0	1156.0	6.2971	34.0	19.0	1.0	3.61	9.0	0.0
1.0	0.0	1156.0	6.3852	34.0	19.0	1.0	3.61	9.0	0.0
1.0	0.0	625.0	6.7616	25.0	2.0	0.0	0.04	17.0	1.0
1.0	0.0	784.0	6.5511	28.0	12.0	1.0	1.44	10.0	0.0
1.0	0.0	625.0	6.2344	25.0	7.0	0.0	0.49	12.0	0.0
1.0	0.0	1156.0	6.4216	34.0	15.0	0.0	2.25	13.0	1.0
1.0	0.0	841.0	6.6346	29.0	9.0	0.0	0.81	14.0	1.0
1.0	0.0	961.0	6.2005	31.0	15.0	0.0	2.25	10.0	1.0
1.0	0.0	576.0	6.0981	24.0	2.0	0.0	0.04	16.0	1.0
1.0	0.0	625.0	6.0521	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	576.0	6.6201	24.0	2.0	0.0	0.04	16.0	1.0
1.0	0.0	576.0	6.5511	24.0	2.0	0.0	0.04	16.0	1.0
1.0	0.0	576.0	6.0822	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	841.0	6.4102	29.0	11.0	0.0	1.21	12.0	1.0
1.0	0.0	576.0	6.1092	24.0	5.0	0.0	0.25	13.0	1.0
1.0	0.0	676.0	5.7462	26.0	17.0	0.0	2.89	3.0	1.0
1.0	0.0	1089.0	5.5215	33.0	20.0	1.0	4.0	7.0	1.0
1.0	0.0	1089.0	6.2146	33.0	13.0	0.0	1.69	14.0	1.0
0.0	0.0	676.0	5.8999	26.0	8.0	0.0	0.64	12.0	1.0
0.0	0.0	676.0	6.7007	26.0	8.0	0.0	0.64	12.0	1.0
0.0	0.0	625.0	5.7869	25.0	7.0	0.0	0.49	12.0	0.0
0.0	0.0	841.0	6.2615	29.0	11.0	0.0	1.21	12.0	0.0
0.0	0.0	784.0	6.7032	28.0	9.0	0.0	0.81	13.0	1.0
0.0	0.0	784.0	6.6201	28.0	10.0	0.0	1.0	12.0	1.0
0.0	0.0	576.0	6.2634	24.0	1.0	0.0	0.01	17.0	1.0
0.0	0.0	1024.0	7.0255	32.0	14.0	0.0	1.96	12.0	1.0
0.0	0.0	784.0	6.4378	28.0	10.0	0.0	1.0	12.0	1.0
0.0	0.0	625.0	6.5723	25.0	5.0	0.0	0.25	14.0	1.0
0.0	0.0	961.0	6.3818	31.0	13.0	0.0	1.69	12.0	0.0
0.0	0.0	729.0	6.0014	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	784.0	6.5147	28.0	10.0	0.0	1.0	12.0	1.0
1.0	0.0	625.0	6.0958	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	576.0	6.1903	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	1156.0	6.5439	34.0	19.0	0.0	3.61	9.0	1.0
1.0	1.0	625.0	6.5511	25.0	7.0	0.0	0.49	12.0	1.0
1.0	1.0	576.0	5.7838	24.0	6.0	0.0	0.36	12.0	1.0
1.0	0.0	625.0	6.3208	25.0	10.0	0.0	1.0	9.0	1.0
1.0	0.0	676.0	5.7838	26.0	8.0	0.0	0.64	12.0	1.0
1.0	0.0	676.0	6.5043	26.0	7.0	0.0	0.49	13.0	1.0
1.0	0.0	961.0	7.7849	31.0	7.0	0.0	0.49	18.0	1.0
1.0	0.0	625.0	6.6307	25.0	3.0	0.0	0.09	16.0	1.0
1.0	0.0	1156.0	6.8937	34.0	12.0	0.0	1.44	16.0	1.0
1.0	0.0	625.0	6.3578	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	841.0	5.656	29.0	6.0	0.0	0.36	17.0	0.0
1.0	1.0	784.0	5.4424	28.0	8.0	0.0	0.64	14.0	1.0
1.0	0.0	625.0	6.2403	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	784.0	6.4216	28.0	7.0	0.0	0.49	15.0	1.0
1.0	0.0	625.0	6.5511	25.0	4.0	0.0	0.16	15.0	1.0
1.0	0.0	1089.0	6.5709	33.0	9.0	0.0	0.81	18.0	1.0
1.0	0.0	900.0	6.5525	30.0	15.0	0.0	2.25	9.0	1.0
1.0	0.0	576.0	6.1356	24.0	6.0	1.0	0.36	12.0	1.0
1.0	0.0	784.0	6.7662	28.0	4.0	0.0	0.16	18.0	1.0
1.0	0.0	841.0	6.8211	29.0	7.0	0.0	0.49	16.0	0.0
1.0	0.0	729.0	6.9707	27.0	9.0	0.0	0.81	12.0	1.0
1.0	1.0	841.0	5.9915	29.0	11.0	0.0	1.21	12.0	1.0
1.0	0.0	729.0	6.4615	27.0	9.0	0.0	0.81	12.0	1.0
1.0	0.0	576.0	5.6525	24.0	5.0	0.0	0.25	13.0	1.0
1.0	1.0	729.0	6.463	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	1024.0	5.9636	32.0	13.0	0.0	1.69	13.0	1.0
1.0	0.0	625.0	6.9177	25.0	7.0	0.0	0.49	12.0	1.0
1.0	0.0	576.0	6.7056	24.0	6.0	0.0	0.36	12.0	0.0
1.0	0.0	729.0	6.8824	27.0	4.0	0.0	0.16	17.0	1.0
1.0	0.0	841.0	6.6201	29.0	11.0	1.0	1.21	12.0	1.0
